Bosque,Planta,X,Y,Periodo,prob_consp_step
Pinar Puebla,Cistus_salviifolius,7,7,1,4.967922460795228e-105
Pinar Puebla,Cistus_salviifolius,9,4,1,2.1459107148703163e-144
Pinar Puebla,Cistus_salviifolius,9,10,1,1.3889413716739752e-223
Pinar Puebla,Cistus_salviifolius,2,4,1,3.9130506728981036e-98
Pinar Puebla,Cistus_salviifolius,3,10,1,1.0147757275997048e-240
Pinar Puebla,Cistus_salviifolius,6,1,1,2.0609041126607464e-119
Pinar Puebla,Cistus_salviifolius,9,2,1,5.710104033958439e-219
Pinar Puebla,Cistus_salviifolius,2,10,1,4.671616046920333e-300
Pinar Puebla,Cistus_salviifolius,7,1,1,1.031838374036394e-111
Pinar Puebla,Cistus_salviifolius,1,2,2,NA
Pinar Puebla,Cistus_salviifolius,1,7,2,NA
Pinar Puebla,Cistus_salviifolius,2,10,2,NA
Pinar Puebla,Cistus_salviifolius,3,6,2,NA
Pinar Puebla,Cistus_salviifolius,4,2,2,NA
Pinar Puebla,Cistus_salviifolius,4,6,2,NA
Pinar Puebla,Cistus_salviifolius,5,1,2,NA
Pinar Puebla,Cistus_salviifolius,5,7,2,NA
Pinar Puebla,Cistus_salviifolius,6,1,2,NA
Pinar Puebla,Cistus_salviifolius,9,2,2,NA
Pinar Puebla,Cistus_salviifolius,3,4,2,NA
Pinar Puebla,Cistus_salviifolius,9,4,2,NA
Pinar Puebla,Cistus_crispus,8,6,2,0.7959625046072966
Pinar Puebla,Cistus_crispus,8,7,2,0.7815321454069486
Pinar Puebla,Cistus_crispus,9,6,2,0.8696716996980228
Pinar Puebla,Cistus_crispus,9,7,2,0.5988630357605544
Pinar Puebla,Cistus_crispus,10,7,2,0.7788219961409258
Pinar Puebla,Cistus_crispus,8,6,3,NA
Pinar Puebla,Cistus_crispus,8,7,3,NA
Pinar Puebla,Cistus_crispus,9,6,3,NA
Pinar Puebla,Cistus_crispus,9,7,3,NA
Pinar Puebla,Cistus_crispus,10,6,3,NA
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,3,9,1,9.429351481039478e-6
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,5,10,1,2.7523323381885853e-4
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,2,1,3.2534139399322517e-12
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,6,1,0.06253297865756907
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,4,5,1,5.444573945852951e-9
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,4,10,1,8.539373034353512e-11
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,7,9,1,1.2917523595245544e-5
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,8,3,1,1.9673383326367787e-15
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,8,1,0.12700559257738284
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,9,1,0.04127262521832257
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,10,1,0.0017062186382936306
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,6,6,1,2.862504769456564e-4
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,6,8,1,0.0013957102748675563
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,7,8,1,0.009443033940330747
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,7,9,1,7.034103554731673e-7
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,9,6,1,0.2775281469052353
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,4,5,2,1.7332588264933752e-43
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,5,1,2,1.8558102669971308e-38
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,5,2,2,1.5074633966268275e-44
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,6,5,2,1.75362560024489e-41
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,7,9,2,0.9978889261063336
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,7,10,2,1.2842585107584664e-79
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,8,2,2.1390984132506271e-63
Pinar Villamanrique Este (Chaparral),Cistus_ladanifer,10,9,2,6.381132759022533e-63
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,1,8,2,0.9999999861157637
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,1,10,2,0.999508378322982
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,2,1,2,0.9999999614429026
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,3,2,2,0.9990433787307151
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,3,8,2,0.9999999929615854
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,4,2,2,0.9999238293391959
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,6,6,2,0.9999999726472915
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,7,9,2,0.9907706889754034
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,8,3,2,0.9999999126443133
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,9,6,2,0.997155915472931
Pinar Villamanrique Este (Chaparral),Cistus_crispus,3,1,2,1.0201986650438823e-10
Pinar Villamanrique Este (Chaparral),Cistus_crispus,4,5,2,1.7351606367830694e-80
Pinar Villamanrique Este (Chaparral),Cistus_crispus,5,4,2,8.15804756946414e-13
Pinar Villamanrique Este (Chaparral),Cistus_crispus,6,1,2,1.8171887117663911e-37
Pinar Villamanrique Este (Chaparral),Cistus_crispus,6,4,2,1.3191956262441146e-14
Pinar Villamanrique Este (Chaparral),Cistus_crispus,6,5,2,1.3507175627380774e-66
Pinar Villamanrique Este (Chaparral),Cistus_crispus,6,6,2,0.9853327303737245
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,1,1,2,0.999999981538238
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,2,6,2,0.9999999847975453
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,3,7,2,0.9958804662750431
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,5,4,2,0.9963170528041851
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,7,8,2,0.9999999884694067
Pinar Villamanrique Este (Chaparral),Cistus_crispus,1,2,2,7.0451749118636694e-43
Pinar Villamanrique Este (Chaparral),Cistus_crispus,1,4,2,4.84342708943878e-35
Pinar Villamanrique Este (Chaparral),Cistus_crispus,2,5,2,1.9892332745377477e-38
Pinar Villamanrique Este (Chaparral),Cistus_crispus,4,7,2,1.6453819696048027e-36
Pinar Villamanrique Este (Chaparral),Cistus_crispus,5,5,2,1.540523752122992e-45
Pinar Villamanrique Este (Chaparral),Cistus_crispus,7,1,2,3.9340803571150113e-14
Pinar Villamanrique Este (Chaparral),Cistus_crispus,9,5,2,3.045353836327288e-36
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,3,10,2,0.9999999871301614
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,4,9,2,0.9999996712199306
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,5,6,2,0.9999950736730726
Pinar Villamanrique Este (Chaparral),Cistus_salviifolius,5,9,2,0.9995404471518058
Pinar Villamanrique Este (Chaparral),Cistus_crispus,1,3,3,0.9836398143985595
Pinar Villamanrique Este (Chaparral),Cistus_crispus,1,4,3,2.349306869755656e-14
Pinar Villamanrique Este (Chaparral),Cistus_crispus,1,7,3,5.998200887853957e-4
Pinar Villamanrique Este (Chaparral),Cistus_crispus,2,3,3,0.059520314987578794
Pinar Villamanrique Este (Chaparral),Cistus_crispus,2,5,3,4.449887193984302e-23
Pinar Villamanrique Este (Chaparral),Cistus_crispus,5,4,3,0.09440266349852038
Pinar Villamanrique Este (Chaparral),Cistus_crispus,6,4,3,6.73189207698765e-5
Pinar Villamanrique Este (Chaparral),Cistus_crispus,7,1,3,0.03547183413987433
Pinar Villamanrique Este (Chaparral),Cistus_crispus,9,5,3,3.578986573318426e-39
Pinar Villamanrique Este (Chaparral),Cistus_crispus,1,2,3,1.3716638740048128e-7
Pinar Villamanrique Este (Chaparral),Cistus_crispus,4,7,3,9.52356645952168e-63
Pinar Villamanrique Este (Chaparral),Cistus_crispus,5,5,3,1.9916300888579725e-7
Pinar Villamanrique Este (Chaparral),Cistus_crispus,3,1,3,2.2878215461893416e-37
Pinar Villamanrique Sur,Cistus_salviifolius,1,6,1,1.1069755025020797e-150
Pinar Villamanrique Sur,Cistus_salviifolius,2,3,1,7.190780837556124e-158
Pinar Villamanrique Sur,Cistus_salviifolius,2,9,1,4.856166407024328e-177
Pinar Villamanrique Sur,Cistus_salviifolius,3,7,1,2.2032650624550243e-120
Pinar Villamanrique Sur,Cistus_salviifolius,3,9,1,7.032189166726178e-164
Pinar Villamanrique Sur,Cistus_salviifolius,3,10,1,4.276198730749046e-195
Pinar Villamanrique Sur,Cistus_salviifolius,4,3,1,3.151550277403349e-141
Pinar Villamanrique Sur,Cistus_salviifolius,4,9,1,9.686993974832306e-215
Pinar Villamanrique Sur,Cistus_salviifolius,5,8,1,9.783880185023879e-137
Pinar Villamanrique Sur,Cistus_salviifolius,7,9,1,1.4271400636095037e-190
Pinar Villamanrique Sur,Cistus_salviifolius,9,10,1,1.0736688242075989e-278
Pinar Villamanrique Sur,Cistus_salviifolius,1,2,1,5.504282378445094e-206
Pinar Villamanrique Sur,Cistus_salviifolius,1,3,1,5.172202073010854e-180
Pinar Villamanrique Sur,Cistus_salviifolius,5,2,1,1.1517688223205331e-234
Pinar Villamanrique Sur,Cistus_salviifolius,6,3,1,3.233923778647562e-222
Pinar Villamanrique Sur,Cistus_salviifolius,8,3,1,2.6397105224835885e-208
Pinar Villamanrique Sur,Cistus_salviifolius,9,7,1,1.1511895184199483e-219
Pinar Villamanrique Sur,Cistus_salviifolius,9,8,1,7.669941697407593e-232
Pinar Villamanrique Sur,Cistus_salviifolius,3,10,2,1.5301349990255034e-71
Pinar Villamanrique Sur,Cistus_salviifolius,4,9,2,1.180163598044634e-46
Pinar Villamanrique Sur,Cistus_salviifolius,5,1,2,3.4983814619582705e-140
Pinar Villamanrique Sur,Cistus_salviifolius,6,3,2,1.2126164829652032e-36
Pinar Villamanrique Sur,Cistus_salviifolius,7,9,2,5.991389130981533e-163
Pinar Villamanrique Sur,Cistus_salviifolius,8,3,2,3.624003644985915e-68
Pinar Villamanrique Sur,Cistus_salviifolius,8,5,2,8.318355366895031e-51
Pinar Villamanrique Sur,Cistus_salviifolius,9,2,2,2.6724858091008976e-192
Pinar Villamanrique Sur,Cistus_salviifolius,9,7,2,9.111288360452353e-177
Pinar Villamanrique Sur,Cistus_salviifolius,9,8,2,2.4388392839490552e-186
Pinar Villamanrique Sur,Cistus_crispus,8,8,2,8.474559359516975e-8
Pinar Villamanrique Sur,Cistus_crispus,7,9,2,1.739762023772404e-19
Pinar Villamanrique Sur,Cistus_crispus,9,7,2,1.570444619330118e-19
Pinar Villamanrique Sur,Cistus_salviifolius,1,1,2,6.3224703683173916e-177
Pinar Villamanrique Sur,Cistus_salviifolius,1,6,2,5.596854031820964e-38
Pinar Villamanrique Sur,Cistus_salviifolius,3,4,2,1.7759247992792346e-21
Pinar Villamanrique Sur,Cistus_salviifolius,5,8,2,2.4056521156953786e-30
Pinar Villamanrique Sur,Cistus_salviifolius,8,2,2,1.1743729624625297e-76
Pinar Villamanrique Sur,Halimium_halimifolium,1,9,2,0.9999999999999998
Pinar Villamanrique Sur,Halimium_halimifolium,3,1,2,0.999999999889709
Pinar Villamanrique Sur,Cistus_crispus,5,4,2,4.631248519069631e-9
Pinar Villamanrique Sur,Cistus_crispus,6,6,2,5.188487390770703e-9
Pinar Villamanrique Sur,Cistus_crispus,7,10,2,1.9368563681398743e-9
Pinar Villamanrique Sur,Cistus_crispus,8,9,2,4.496133953540193e-9
Pinar Villamanrique Sur,Cistus_crispus,8,10,2,2.511211083765014e-9
Pinar Villamanrique Sur,Cistus_salviifolius,1,10,2,2.1014257943687207e-94
Pinar Villamanrique Sur,Cistus_salviifolius,2,9,2,8.957943429683562e-59
Pinar Villamanrique Sur,Cistus_salviifolius,2,10,2,3.570845557376121e-80
Pinar Villamanrique Sur,Cistus_salviifolius,9,10,2,5.819048256623924e-130
Pinar Villamanrique Sur,Cistus_crispus,3,6,3,5.341947174487304e-71
Pinar Villamanrique Sur,Cistus_crispus,5,4,3,0.12444806107196374
Pinar Villamanrique Sur,Cistus_crispus,6,6,3,1.0233427414975253e-8
Pinar Villamanrique Sur,Cistus_crispus,8,8,3,1.9410204950886692e-16
Pinar Villamanrique Sur,Cistus_crispus,8,9,3,1.0436582270205454e-62
Pinar Villamanrique Sur,Cistus_crispus,8,10,3,1.0373262055508021e-45
Pinar Villamanrique Sur,Cistus_crispus,9,7,3,6.789116916569413e-54
Pinar Villamanrique Sur,Halimium_halimifolium,1,9,3,NA
Pinar Villamanrique Sur,Halimium_halimifolium,3,1,3,NA
Pinar Villamanrique Sur,Cistus_crispus,3,5,3,5.6758878882582594e-83
Pinar Villamanrique Sur,Cistus_crispus,4,6,3,1.2269515192166404e-75
Pinar Villamanrique Sur,Cistus_crispus,9,2,3,2.5049628697770474e-86
Pinar Villamanrique Sur,Cistus_crispus,10,8,3,5.880200457611437e-85
